 tenderness, calmness, power, joyful_activation, tension, sadness,classical,electronic,pop,rock, gender, mood, age_adult, age_child, age_senior, age_young, age_young_adult,ratings,MEAN_RR,SDRR,HR,RMSSD,pNN50,VLF,LF,HF
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,567.9030950250002,54.664184911617156,106.5633647266666,13.650399843334222,1.25,811.4510630067741,507.3308049285579,134.0922738017274
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,806.604139775,72.61594159591327,75.00511611294286,14.38060690984719,0.0,1437.031014430429,948.9515167636483,35.640187465370815
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,763.6564197,63.548260563943174,79.10171328780544,9.736353383197505,0.0,1138.761778207272,524.1993574439136,14.11875336106924
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,644.7117875,65.2154271816281,93.94798150630464,12.57675481634123,0.0,1363.600113884657,1010.0148213655252,51.03401840885401
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,713.7788188,75.12022104702187,84.93698128852152,11.79371054239668,0.0,2793.337898063463,795.2613672669528,16.97335049892335
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,928.1977885,72.99407224430917,65.07737658009171,11.0505375973981,0.0,1053.541568424216,410.4426388309166,3.285960292500261
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,916.85094615,80.5673200902403,65.92898145005691,19.84468736134421,0.5,917.9490206368013,1788.110724660755,19.57942313380603
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,650.956792025,52.031963542733976,92.76481698050249,11.452544622875221,0.5,383.98877822417575,352.97985201349337,80.26295248292068
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,918.80673125,92.3156188501642,65.97934075762083,17.538621413865062,0.0,2010.347553427001,1372.334857644572,20.193344127321698
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,853.594287425,60.43500806920202,70.65993154854135,20.18714699363205,2.75,1253.728535887137,1340.1312335501668,43.08255929884465
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,835.4237906000003,74.59963971690864,72.40605765197486,17.846534988289488,0.0,1619.5336736864779,1656.8198484179486,19.15698006308368
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,786.2547696500003,51.56312618490345,76.64154151121247,13.336446644632339,0.25,578.306733359736,760.0475687357938,19.26511642070727
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,594.3029541249998,63.04137764001733,102.05219006866,15.250460943346367,1.5,576.062581533122,1111.982358103025,123.5940659017256
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,719.562512475,43.41857025662803,83.6847439164158,5.854084538808336,0.0,1707.422441432266,204.1825223823866,2.55519708676175
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,614.44392795,33.79977915793945,97.9261583575471,7.054692871676727,0.0,471.0259647623314,348.8963911880523,16.45750882900049
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,963.655123875,148.21493127937882,64.0310975708152,27.38114212217053,7.5,4372.614377901993,3280.1599624892906,13.42592330705468
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,777.6499431249997,77.81464972858423,77.93028063858846,15.2705411214659,1.75,1753.514412295942,573.6939149922931,31.7174670784859
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,924.4207806,92.7062491020944,65.57481959095314,19.408415313660765,0.5,3325.1660967139173,1351.471025729955,20.1247289606012
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,951.2807785500003,111.1555582727757,64.3181853200101,32.940793195527185,9.5,1735.936012149121,6009.489797554855,51.724931975968104
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,688.8844619,52.55892777814435,87.58322223807592,11.34026251978085,0.5,813.5607586016865,854.1015575968103,12.20852849216676
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,603.2812604750002,39.55020333888289,99.86049001592168,7.840773094898673,0.0,634.757556616973,343.0513380486473,23.52891517098134
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,614.1011186250001,34.52865988424382,97.99476273246546,7.222084061978433,0.0,397.07368797058166,359.35110084439384,15.75728681167655
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,691.9968491499999,87.93768347163234,88.0237367691675,16.27027809073257,1.5,3521.469168959341,1724.794548277958,40.73020529226294
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,850.40982095,88.59977604396322,71.31572334355462,15.48601226456018,1.0,4423.164815191565,886.3759749986549,18.53278450042565
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,938.24719745,121.69067104804571,65.36791023591519,33.24378926245155,10.25,2137.762664448382,6637.307664347963,50.4303540430785
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,659.4211415249998,62.597379107099286,91.77819852823968,11.50852012600821,0.0,911.1608209491781,1165.5964982421,27.423238169252247
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,974.244889975,129.108356722887,62.69760663945592,25.04256046198953,5.0,1535.739813909292,3010.968266703319,12.25230540506167
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,817.0818746499997,57.543038578663214,73.79751995256541,17.556631294865998,0.25,1090.751686983139,976.5431580007615,58.78551065746376
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,840.0446761750003,77.28446707862648,72.02531782958864,15.84781128635192,0.75,3641.375613656674,1038.225447124556,24.040760368546074
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,587.92679185,41.00347261667756,102.547739189932,8.959682233022699,0.25,692.8624353410032,334.27324246801163,43.0126638380972
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,835.8409049750003,90.22903253606724,72.61951505552544,17.30722731388873,1.0,4014.332485682199,1416.565118818338,23.641134719847628
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,802.214944125,71.22389501582516,75.375412361127,15.84622836850489,0.25,957.649407770715,1086.465455032057,15.04010890207803
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,816.6365855,65.18816813389529,73.94227004958834,18.15849499648698,0.75,669.450377873892,951.9706121127583,96.15870454998564
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,924.66838855,99.26410550932738,65.63681557004948,20.66188007186354,2.0,2544.489899905173,1763.19676351954,40.35153166120885
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1014.6044433000001,71.58005019284359,59.43030247829672,23.482432251497322,2.25,1397.96701229258,2229.974402901553,3.167102704324904
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,812.8450263,77.9192374149538,74.52798214588125,16.47155283986077,0.0,1489.3876647054199,1151.044792669045,22.70120515956887
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,877.015675175,83.43185539068266,69.04064027128206,23.796178159988607,3.75,1508.923083013371,2530.961880020904,32.41730072422556
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,837.4265583499997,134.83748396715808,73.59605493302291,17.75377035839925,1.0,2334.186261584575,1216.979330998374,22.647438173751226
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,700.1360086750003,28.64787314461552,85.84474262898429,3.862231122937682,0.0,367.2725882446085,120.2139906401466,2.057291496334857
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,926.5150677499997,106.8918887920773,65.65541975803555,27.557585544350058,6.25,2191.314893384486,3548.416976137592,22.502971803078516
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,822.456612875,73.04166508824166,73.53471154399365,14.62816977398128,0.5,2207.691721542938,892.6760018141152,16.718627436161608
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,655.9271335000002,53.68670364122154,92.04931132106621,7.200550497377333,0.0,840.2756697981548,378.9540101657815,5.727638694780342
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,628.84067375,51.32650144625799,96.03832375051071,10.4903563945831,0.0,802.3436542517206,957.1703623668976,26.32007615096891
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,815.1141136250003,90.20819004001194,74.49202111953984,15.74864854525232,0.75,3165.5984091291557,1177.045888020752,28.09398797510479
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,749.8927666249997,90.30732222269943,81.17489786865575,14.085461209426699,0.0,3060.7733741602588,1036.282072108354,29.899477555865307
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,569.414680425,54.739514124883954,106.2831237189135,13.88161945411056,1.25,1018.876391484158,564.1456946226858,130.84129802455791
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,839.531433875,90.73357296065727,72.30677013932623,14.488292573454812,0.75,3871.727622467415,783.2527068131649,19.28432844319445
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,866.06175695,119.86678591961399,70.61789568800955,25.06417279731212,4.25,5381.115151176391,3289.102672255519,39.98518631288467
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,767.2951883750003,51.98538405305736,78.56820362672293,17.07907928657648,0.0,462.4804223135222,823.1481607744151,117.3121073287146
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,762.1699954999997,72.9051352275143,79.40808636916309,11.59586700633626,0.0,2177.656073541144,831.1179110470233,14.90545043314309
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,792.08712795,85.84280407536559,76.79730760280285,11.672767269399,0.0,1435.4595536404559,501.79858540411624,39.19608932225596
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,787.561170725,48.806291919351814,76.49120241480594,7.9683575212171736,0.0,913.64337003659,407.25200414935966,4.167625624619569
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,954.767874775,149.0143402351441,64.63849957955097,28.69471318988985,8.5,4712.982163373438,3506.7080117487435,15.375556967912948
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,650.5074616,53.134202112769394,92.81231418917791,6.537669045596481,0.0,1496.559163452983,292.7654473329493,4.041559463761422
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1034.269816175,83.59087047370734,58.390066572930095,25.21558359354121,3.0,2428.919971698509,2688.407534805269,2.824901841293262
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,658.451816575,65.10485067500953,92.02263216956995,9.211412266961434,0.0,1340.196664414594,608.2003213558022,19.3396893485547
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,845.799383425,46.41711763248219,71.15125518501156,17.255470566526867,1.25,751.3421091555977,831.1762512151059,43.298203934409635
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,680.91280625,56.305336681352166,88.69715748428379,11.04256705470099,0.0,929.4437551286943,985.7097284052693,12.85389687529256
0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,710.020986925,46.3825824318735,84.85358748710867,5.858343766254038,0.0,1020.0865912680008,109.1158901541047,3.064819087405994
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,412.033682575,17.39474675841258,145.8783660216017,8.502260132092625,0.0,67.16134677066836,21.24851726717356,15.44890085914752
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,956.456359325,114.80617314137493,64.02295093518333,33.5405041749542,10.5,1638.5335830257986,6663.8021433943295,50.33666276358258
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,831.96658705,55.3975118275161,72.43910345413414,17.02462620055071,0.0,533.9452291484079,1291.4747278967238,15.51139873571686
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,522.03860795,35.7410186991096,115.4521406300527,7.6437733751738275,0.0,149.55876405888642,315.4200083571209,16.34761721543404
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,751.1030103999999,83.92185446671449,80.90218414144083,13.78818419551583,0.0,2476.2245978792967,996.74727087886,24.35954161468225
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,821.5759732,56.85817123288421,73.37836315084185,16.87898404480162,0.0,865.1719562539878,1278.723738138035,13.69428207935565
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,895.953228425,93.82791778962198,67.71982372711307,17.348552720545598,1.25,2580.882538904686,1202.815898854231,7.717264942647715
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,781.6969872499999,45.60890023536508,77.00635993034128,13.28912617155978,0.0,457.4429756568809,1056.156595655713,21.00316428368681
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,994.7093024,104.30400422296991,61.03990860323364,20.463641281035173,1.5,1925.438588997506,1663.6710884464444,3.298678153116154
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,968.765963075,120.75985630529199,62.941411946993405,22.85976994678872,3.5,1526.447114613834,2494.691600061841,12.748180302741721
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,470.98185962500014,40.7019628908186,128.3246253393845,5.9632717332480025,0.0,237.0187098150137,44.45001053487277,12.95360603136606
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,912.93260135,91.38606169101101,66.40279734055065,26.249024018116284,2.75,2347.79193973887,3941.959451533946,9.624860601508168
0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,830.3383616750001,87.49993456846546,73.01865491395365,14.5539234562271,0.75,4232.025655169371,755.8613445459282,16.704088737851
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,803.1903371249997,73.76051771518337,75.31732172860967,16.64382258089974,0.25,964.8816685780424,1225.435794250654,20.30381566282885
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,923.265225275,105.9640148507313,65.87016907817673,26.55477853567074,4.5,2700.987214619316,3251.0255336860437,21.31559899171103
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,946.3382252,65.30624515532588,63.709126720159645,16.973289126300532,0.0,1217.576062938213,1012.9500830888693,10.867183520330999
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,651.9616187,58.73272707205703,92.74572220186843,11.35069347318896,0.0,1458.857491616024,1095.734138198253,28.88523181043036
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,682.3852493750003,86.06766622493971,89.26188727656744,16.783106108394197,1.5,3611.7377326353007,1519.379513366044,34.898406526361754
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,535.72411725,45.73706110756086,112.79775509873907,18.76387198890977,1.25,547.0042556481585,1067.425165874934,323.3431505385787
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,599.044237075,47.97490454682036,100.7484582596705,8.320724122069059,0.5,1100.981865288934,596.475497372256,18.736045820805987
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,972.094675925,83.57427897601829,62.19599627673175,18.939533181072353,0.5,802.1517127368213,1438.758255887432,8.485000776284076
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,929.4850194749997,49.89569212564054,64.74212208505135,7.459772788361733,0.0,1698.320329553092,133.9374461912944,2.6938682959731155
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,892.2588936249997,78.1813199031207,67.78263690025358,13.607421322420633,0.75,2876.5883773813234,612.8535573703483,18.75197321106099
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,808.06706405,89.1239436791895,75.16048408652856,14.86103259217159,1.0,3710.620428410556,1318.9876110222099,12.9754130397059
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,481.179824275,33.32941519059887,125.2380739420683,6.026938100912959,0.0,692.6325512530748,311.5493325848335,19.14724550886396
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,957.4036802,75.09789171667937,63.054876875134354,9.82478233054601,0.0,1291.575035987213,188.57095553670047,1.6087581685307182
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,683.6171499249998,79.68596434062292,88.8835216745599,16.02207129146647,1.5,2911.454227185889,1724.19122632418,35.34381684921043
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,535.17015965,46.84592704933358,112.9575904939055,19.507739163538762,1.5,353.34181088307287,835.5018453658579,342.36023398655897
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,486.74509220000004,24.050727304511927,123.55988418373501,7.6059217242543635,0.0,129.7059556371218,82.98889019408077,40.562536109155005
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,792.9546819249997,83.37194789486172,76.40824558429166,12.980117992849472,0.75,4057.93914069046,726.9067540207085,16.55727121565016
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,854.5441525000001,79.52565284800745,70.82437546976911,13.91295934875663,0.5,1859.5681636283994,802.6231578375963,21.703918328898983
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,769.6349852999997,42.43665318302556,78.20042930518966,13.0585563295096,0.0,515.9172990864315,685.9726833761719,29.17716923842822
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,819.3690714500003,47.48225591718241,73.4731474335777,15.236413785756119,0.0,707.99793987983,1022.276799935607,22.4203705311832
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,634.855987875,56.69889489056745,95.21075380353057,11.663970680612055,0.0,1290.428071638675,696.5784719335531,55.395301926516545
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,894.4859665500003,72.32354296079227,67.54653856743221,12.040717707851439,0.0,2135.8779233486152,458.8594044711453,21.35953185826555
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,634.8684518250002,42.745689154451384,94.92122196543193,7.4159212882078895,0.0,266.4831641088196,268.36293374696237,27.7273599293345
