track id,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20, genre, amazement, solemnity, tenderness, nostalgia, calmness, power, joyful_activation, tension, sadness, mood, liked, disliked, age, gender, mother tongue
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,1,1,0,1,0,0,0,0,2,1,0,37,0,German
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,1,0,0,0,0,0,4,1,0,57,1,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,1,1,0,0,1,0,4,0,0,22,1,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,1,0,0,0,0,1,1,3,0,1,24,0,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,1,0,1,0,1,0,0,0,0,4,1,0,30,0,Dutch
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,0,1,0,0,0,0,5,0,0,49,0,Swedish
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,1,0,0,1,0,0,0,0,3,0,0,41,1,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,0,1,0,0,0,1,3,0,0,51,0,Dutch
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,1,0,0,1,0,0,0,0,3,0,0,27,0,Catalan
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,1,1,0,0,1,0,0,0,0,2,1,0,23,0,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,1,1,0,0,0,0,3,0,0,37,0,German
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,1,0,0,1,0,0,0,0,4,1,0,24,1,Russian
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,1,1,0,1,0,0,0,0,4,1,0,63,0,Dutch
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,0,1,0,0,0,0,4,1,0,20,0,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,1,0,0,0,0,1,3,0,0,24,1,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,0,1,0,0,0,0,3,0,0,32,0,Spanish
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,1,1,0,0,0,0,4,0,1,21,0,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,1,0,1,0,0,0,0,1,3,0,0,45,1,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,0,1,0,0,0,0,4,0,1,30,0,German
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,1,1,0,1,0,0,0,0,4,1,0,70,1,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,0,1,0,1,0,0,2,1,0,60,0,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,0,1,0,0,0,0,5,1,0,54,0,German
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,1,1,0,1,0,0,4,1,0,16,1,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,1,1,0,0,0,0,0,4,0,0,30,1,Dutch
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,1,1,0,0,0,0,1,1,0,0,33,0,Russian
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,1,1,0,0,0,1,4,0,0,16,1,Swedish
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,1,0,0,0,1,0,0,0,1,3,0,0,33,0,Dutch
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,1,0,0,0,0,0,0,0,4,0,1,41,0,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,1,1,0,0,0,0,1,0,0,5,1,0,40,0,German
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,1,0,0,0,0,0,1,5,1,0,61,0,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,1,0,0,0,1,0,0,1,3,0,0,26,0,French
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,1,0,0,0,1,0,0,0,0,3,0,0,22,0,Malay
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,1,0,0,0,0,0,4,0,0,51,0,Dutch
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,0,1,0,0,0,0,4,1,0,41,1,Russian
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,1,0,0,0,0,0,3,0,1,41,1,Dutch
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,0,1,0,0,0,0,4,1,0,22,0,Russian
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,1,0,0,0,0,1,1,0,3,1,0,21,1,English
1,0.168761123,0.084875427,1250.061078,1383.643005,1891.738561,0.074272416,-320.7868578,109.8524143,-13.96551395,-2.775936003,-18.24481082,-3.779133593,0.438928055,4.925537277,-2.122253766,-7.095554635,-8.857215859,-3.920455317,1.439763674,4.458435783,-4.053568404,-9.239814874,-10.01851501,-12.22091857,-13.59661699,-10.99571852,classical,0,0,0,0,0,0,0,0,0,2,0,1,28,1,Estonian
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,0,0,0,1,0,0,0,0,5,1,0,36,1,Japanese
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,0,0,0,1,0,0,0,1,3,1,0,30,1,English
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,0,0,1,1,0,0,0,1,1,0,0,33,0,Russian
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,0,1,1,1,0,0,0,0,3,0,1,27,0,German
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,0,0,1,1,0,0,0,1,3,0,0,37,0,German
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,0,1,1,1,0,0,0,0,4,1,0,63,0,Dutch
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,0,0,1,0,0,0,0,0,4,1,0,51,0,Dutch
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,1,0,0,1,0,0,0,0,3,0,0,27,0,Catalan
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,0,1,0,1,0,0,0,0,3,1,0,33,0,French
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,1,1,0,1,0,0,0,0,4,1,0,22,1,French
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,0,0,1,1,0,0,0,0,4,0,0,30,1,Dutch
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,1,0,1,0,0,1,0,0,4,1,0,16,1,English
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,0,1,0,1,0,0,0,0,2,1,0,46,1,Greek
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,0,1,0,1,0,0,0,0,4,1,0,70,1,English
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,0,0,0,1,0,0,0,0,4,0,1,30,0,German
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,1,1,0,0,0,0,0,0,0,3,1,0,22,0,Dutch
2,0.200617363,0.107580319,671.2012737,902.1890648,871.9280609,0.045489143,-298.6797596,196.4484879,26.40711483,8.119520575,-8.218033188,-10.86289668,-3.985412019,-13.04589468,-14.3615367,-12.27922108,-9.833322797,0.961105368,1.787112916,-3.173315071,-2.788038963,-0.843225185,1.505729688,0.294359774,-4.178070415,-4.717073205,classical,0,0,0,0,1,0,0,0,0,3,0,0,45,1,English
